255,0,0
251,4,0
247,8,0
243,12,0
239,16,0
235,20,0
231,24,0
227,28,0
223,32,0
219,36,0
215,40,0
211,44,0
207,48,0
203,52,0
199,56,0
195,60,0
191,64,0
187,68,0
183,72,0
179,76,0
175,80,0
171,84,0
167,88,0
163,92,0
159,96,0
155,100,0
151,104,0
147,108,0
143,112,0
139,116,0
135,120,0
131,124,0
127,128,0
123,132,0
119,136,0
115,140,0
111,144,0
107,148,0
103,152,0
99,156,0
95,160,0
91,164,0
87,168,0
83,172,0
79,176,0
75,180,0
71,184,0
67,188,0
63,192,0
59,196,0
55,200,0
51,204,0
47,208,0
43,212,0
39,216,0
35,220,0
31,224,0
27,228,0
23,232,0
19,236,0
15,240,0
11,244,0
7,248,0
3,252,0
0,255,0
0,255,4
0,255,8
0,255,12
0,255,16
0,255,20
0,255,24
0,255,28
0,255,32
0,255,36
0,255,40
0,255,44
0,255,48
0,255,52
0,255,56
0,255,60
0,255,64
0,255,68
0,255,72
0,255,76
0,255,80
0,255,84
0,255,88
0,255,92
0,255,96
0,255,100
0,255,104
0,255,108
0,255,112
0,255,116
0,255,120
0,255,124
0,255,128
0,255,132
0,255,136
0,255,140
0,255,144
0,255,148
0,255,152
0,255,156
0,255,160
0,255,164
0,255,168
0,255,172
0,255,176
0,255,180
0,255,184
0,255,188
0,255,192
0,255,196
0,255,200
0,255,204
0,255,208
0,255,212
0,255,216
0,255,220
0,255,224
0,255,228
0,255,232
0,255,236
0,255,240
0,255,244
0,255,248
0,255,252
0,255,255
0,251,255
0,247,255
0,243,255
0,239,255
0,235,255
0,231,255
0,227,255
0,223,255
0,219,255
0,215,255
0,211,255
0,207,255
0,203,255
0,199,255
0,195,255
0,191,255
0,187,255
0,183,255
0,179,255
0,175,255
0,171,255
0,167,255
0,163,255
0,159,255
0,155,255
0,151,255
0,147,255
0,143,255
0,139,255
0,135,255
0,131,255
0,127,255
0,123,255
0,119,255
0,115,255
0,111,255
0,107,255
0,103,255
0,99,255
0,95,255
0,91,255
0,87,255
0,83,255
0,79,255
0,75,255
0,71,255
0,67,255
0,63,255
0,59,255
0,55,255
0,51,255
0,47,255
0,43,255
0,39,255
0,35,255
0,31,255
0,27,255
0,23,255
0,19,255
0,15,255
0,11,255
0,7,255
0,3,255
0,0,255
0,0,255
0,0,255
0,0,255
0,0,255
0,0,255
0,0,255
0,0,255
0,0,255
0,0,255
0,0,255
0,0,255
0,0,255
0,0,255
0,0,255
0,0,255
0,0,255
0,0,255
0,0,255
0,0,255
0,0,255
0,0,255
0,0,255
0,0,255
0,0,255
0,0,255
0,0,255
0,0,255
0,0,255
0,0,255
0,0,255
0,0,255
0,0,255
0,0,255
0,0,255
0,0,255
0,0,255
0,0,255
0,0,255
0,0,255
0,0,255
0,0,255
0,0,255
0,0,255
0,0,255
0,0,255
0,0,255
0,0,255
0,0,255
0,0,255
0,0,255
0,0,255
0,0,255
0,0,255
0,0,255
0,0,255
0,0,255
0,0,255
0,0,255
0,0,255
0,0,255
0,0,255
0,0,255
0,0,255
